run_id,schema_id,scenario_id,time_s,step_index,terrain_component_id,wheel_id,tire_model,x_m,y_m,contact_fx_N,contact_fy_N,contact_fz_N,contact_force_N,slip_ratio,drawbar_pull_N,contact_patch,source
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.095,19,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.100,20,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.105,21,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.110,22,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.115,23,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.120,24,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.125,25,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.130,26,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.135,27,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.140,28,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.145,29,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.150,30,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.155,31,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.160,32,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.165,33,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.170,34,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.175,35,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.180,36,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.185,37,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.190,38,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.195,39,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.200,40,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.205,41,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.210,42,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.215,43,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.220,44,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.225,45,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.230,46,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.235,47,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.240,48,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.245,49,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.250,50,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.255,51,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.260,52,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.265,53,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.270,54,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.275,55,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.280,56,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.285,57,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.290,58,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.295,59,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.300,60,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.305,61,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.310,62,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.315,63,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.320,64,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.325,65,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.330,66,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.335,67,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.340,68,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.345,69,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.350,70,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.355,71,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.360,72,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.365,73,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.370,74,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.375,75,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.380,76,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.385,77,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.390,78,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.395,79,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.400,80,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.405,81,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.410,82,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.415,83,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,0.00000,0.00000,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.420,84,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,35.14006,35.14006,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.425,85,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,44.78631,44.78631,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.430,86,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,57.11213,57.11213,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.435,87,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,72.49346,72.49346,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.440,88,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,91.16815,91.16815,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.445,89,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,113.15450,113.15450,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.450,90,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,138.17552,138.17552,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.455,91,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,165.60530,165.60530,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.460,92,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,194.45363,194.45363,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.465,93,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,223.40196,223.40196,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.470,94,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,250.89571,250.89571,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.475,95,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,275.28775,275.28775,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.480,96,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,295.01618,295.01618,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.485,97,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,308.79039,308.79039,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.490,98,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,315.75454,315.75454,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.495,99,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,315.59962,315.59962,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.500,100,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,308.60334,308.60334,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.505,101,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,295.59042,295.59042,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.510,102,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,277.82072,277.82072,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.515,103,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,256.82591,256.82591,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.520,104,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,234.22359,234.22359,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.525,105,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,211.53969,211.53969,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.530,106,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,190.06520,190.06520,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.535,107,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,170.76396,170.76396,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.540,108,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,154.23697,154.23697,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.545,109,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,140.73783,140.73783,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.550,110,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,130.22663,130.22663,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.555,111,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,122.44579,122.44579,,,sphere_ground,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.contact_probe.v1,contact_probe_schema_v1,0.560,112,terrain.core_ground,sphere_probe,none_sphere_contact_probe,0.000,0.000,0.00000,0.00000,117.00165,117.00165,,,sphere_ground,fallback_pychrono_unavailable
