schema_id,run_id,visual_asset_id,owner_component_id,owner_physics_item,visual_model_id,shape_id,shape_class,artifact_path,visual_backend,source_asset_or_generator,mesh_or_texture_hash,shape_local_frame,local_frame,REF_or_COG_frame,material_slots,visual_material_id,mesh_path,mesh_hash,texture_path_hash,runtime_visible,sensor_scene_visible,visible_in_runtime,visible_in_sensor_scene,sensor_scene_material_policy,fallback_reason,source,evidence_level
visual.asset_manifest.v1,component_catalog_fallback_bundle,collision_contact_measurement_catalog,collision.system_lifecycle,report_concept_render,,,report PNG concept/rendered diagram,images/renders/collision_contact_measurement_catalog.png,matplotlib Agg render,procedural report render,503da368b3d496023ffc96236c943e31af22818da3b127ceb1b6c86b324725e4,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,collision_contact_reporter_scope,collision.system_lifecycle,report_concept_render,,,report PNG concept/rendered diagram,images/renders/collision_contact_reporter_scope.png,matplotlib Agg render,procedural report render,78f2a84a90f52186c8eea0b3d528df902d52458abd43dc77e72bb92888779874,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,collision_visual_vs_collision_shape,collision.system_lifecycle,report_concept_render,,,report PNG concept/rendered diagram,images/renders/collision_visual_vs_collision_shape.png,matplotlib Agg render,procedural report render,61e94927a4f38ae82da82330d8aaf781b5e271b3b10b33358837853ecdee48ad,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,component_catalog_atlas,runtime.system,report_concept_render,,,report PNG concept/rendered diagram,images/renders/component_catalog_atlas.png,matplotlib Agg render,procedural report render,573d92b31284c1e6b8323b8e75dc7dcece421385de0c4f0cf5b753be84e0af3d,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,core_physics_solver_constraint_catalog,runtime.system,report_concept_render,,,report PNG concept/rendered diagram,images/renders/core_physics_solver_constraint_catalog.png,matplotlib Agg render,procedural report render,ff7d81781c89420876632e72654b79e8120f502b45d37454d81f570c4ec90bc2,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,data_visualization_artifact_catalog,data.artifact_manifest,report_concept_render,,,report PNG concept/rendered diagram,images/renders/data_visualization_artifact_catalog.png,matplotlib Agg render,procedural report render,94105b95fb3c2f1bd90edd4cdf11a4a941916d2a6a00b283aacdfc3a580a209b,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,data_visualization_sensor_components,data.artifact_manifest,report_concept_render,,,report PNG concept/rendered diagram,images/renders/data_visualization_sensor_components.png,matplotlib Agg render,procedural report render,79998a4031cc88f484466b5a1a9870ba9dfccd4765e3052017b599781514ab63,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,data_visualization_sensor_pipeline_catalog,data.artifact_manifest,report_concept_render,,,report PNG concept/rendered diagram,images/renders/data_visualization_sensor_pipeline_catalog.png,matplotlib Agg render,procedural report render,7fe7129b4bdc6f69ceaef7b4f3f717dca8dd0bfb1a7ac86f27486a6ded942447,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,external_integration_component_map,model.spec_resolver,report_concept_render,,,report PNG concept/rendered diagram,images/renders/external_integration_component_map.png,matplotlib Agg render,procedural report render,89d3bfad1479a605da7e4af822713b012c75df9a659615d0df060b0849fd4c7d,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,flexible_body_fea_modal_component_catalog,flex.mesh,report_concept_render,,,report PNG concept/rendered diagram,images/renders/flexible_body_fea_modal_component_catalog.png,matplotlib Agg render,procedural report render,b94816dd8ae512aaa0b001e29d9612367578e0d10305e939d6dba9744d6b1704,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,rover_axle_joint_component,vehicle.chassis,report_concept_render,,,report PNG concept/rendered diagram,images/renders/rover_axle_joint_component.png,matplotlib Agg render,procedural report render,604c7669f3794a7aef47303df4aa854858012523034cfd3d32fdb595ce3efab4,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,rover_driver_input_controller_component,core.function_input,report_concept_render,,,report PNG concept/rendered diagram,images/renders/rover_driver_input_controller_component.png,matplotlib Agg render,procedural report render,9b206957dd38ef2c321be56df5c9b4bfb60033561fbc684c9f85eb953de26800,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,rover_initial_state_component,vehicle.chassis,report_concept_render,,,report PNG concept/rendered diagram,images/renders/rover_initial_state_component.png,matplotlib Agg render,procedural report render,f2fc322190ef5a6ec81096f6db34f0ce80c05270175084643fb051dec8a55e81,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,rover_motor_drive_component,vehicle.chassis,report_concept_render,,,report PNG concept/rendered diagram,images/renders/rover_motor_drive_component.png,matplotlib Agg render,procedural report render,f0ec9fb81b75de25905216e4712e2af4981d4acfcf028c8900466df166d32970,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,rover_payload_sensor_mount_component,vehicle.chassis,report_concept_render,,,report PNG concept/rendered diagram,images/renders/rover_payload_sensor_mount_component.png,matplotlib Agg render,procedural report render,812135343380099aefa3db2f0447a19f448104c459a4ecd13a7418357cc99053,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,rover_powertrain_driveline_brake_tire_flow,vehicle.powertrain,report_concept_render,,,report PNG concept/rendered diagram,images/renders/rover_powertrain_driveline_brake_tire_flow.png,matplotlib Agg render,procedural report render,0d914e0de49eba9cf2812d0ff558f5e6c461d62440678a98d47182d85efb7566,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,rover_steering_component,vehicle.chassis,report_concept_render,,,report PNG concept/rendered diagram,images/renders/rover_steering_component.png,matplotlib Agg render,procedural report render,631ac22150cdfb47be52b01d640cbde6aa2e8c587b08ebf93a2895f5d34726de,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,rover_suspension_steering_components,vehicle.chassis,report_concept_render,,,report PNG concept/rendered diagram,images/renders/rover_suspension_steering_components.png,matplotlib Agg render,procedural report render,7e8fb933dd2ee8b417a8bed98aa2a5e33e00314222867ecf6564748dba26cd0b,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,rover_vehicle_component_overview,vehicle.chassis,report_concept_render,,,report PNG concept/rendered diagram,images/renders/rover_vehicle_component_overview.png,matplotlib Agg render,procedural report render,874725fc6d44b82a4afcacc328fb5c2d7935ef0c690099dc350e6ea751974ba0,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,rover_vehicle_subsystem_ownership_map,vehicle.chassis,report_concept_render,,,report PNG concept/rendered diagram,images/renders/rover_vehicle_subsystem_ownership_map.png,matplotlib Agg render,procedural report render,4efc585a9b02320ca044d94f9d26e54751533bac810c3d1a541320ae061cc60d,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,rover_visual_collision_shapes,vehicle.chassis,report_concept_render,,,report PNG concept/rendered diagram,images/renders/rover_visual_collision_shapes.png,matplotlib Agg render,procedural report render,b12b334eec2b2cc1ea9ca9974e0cf8d5ef7d6667b5f70d4d4e39567687182669,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,rover_wheel_tire_component,vehicle.chassis,report_concept_render,,,report PNG concept/rendered diagram,images/renders/rover_wheel_tire_component.png,matplotlib Agg render,procedural report render,9e731f0a5fbda5598306f03b31ba1f7cdd004546426d418d156991b7c4e9045a,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,runtime_config_component_map,visual.runtime,report_concept_render,,,report PNG concept/rendered diagram,images/renders/runtime_config_component_map.png,matplotlib Agg render,procedural report render,5c8e97ade16a896c220038220aa6d3b8978e4ec68a8b91b26b4519595c6f1888,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,terrain_advanced_selection_catalog,terrain.interface,report_concept_render,,,report PNG concept/rendered diagram,images/renders/terrain_advanced_selection_catalog.png,matplotlib Agg render,procedural report render,21c6fe317531871cae7612825082e434ba23a64a193cc439840b2006446d0eff,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,terrain_contact_material_regions,terrain.interface,report_concept_render,,,report PNG concept/rendered diagram,images/renders/terrain_contact_material_regions.png,matplotlib Agg render,procedural report render,6db975288119b49193f9a79d9c0378c24c1b45d321add4c04a175bf87f47a98c,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,terrain_environment_field_component,terrain.interface,report_concept_render,,,report PNG concept/rendered diagram,images/renders/terrain_environment_field_component.png,matplotlib Agg render,procedural report render,a87de3ccdbd0cff3e89a9d088c223a92afc13335872c5eed72d1fc54dfb80574,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,terrain_ground_obstacle_components,terrain.interface,report_concept_render,,,report PNG concept/rendered diagram,images/renders/terrain_ground_obstacle_components.png,matplotlib Agg render,procedural report render,5aa19acceb2aa86c3f0d43617a61c19bf44bdb49f212255c9f5edef2ebb1b09e,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,terrain_heightmap_component,terrain.interface,report_concept_render,,,report PNG concept/rendered diagram,images/renders/terrain_heightmap_component.png,matplotlib Agg render,procedural report render,145019be7e7a5594924775d49541dc261fd64cbd8d61492a22a4bd42663e7990,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,terrain_rigid_patch_component,terrain.interface,report_concept_render,,,report PNG concept/rendered diagram,images/renders/terrain_rigid_patch_component.png,matplotlib Agg render,procedural report render,511152474dccf03758abe788f2a3eb5cbc7cb654b786e9355641f98bcfde63da,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,terrain_scm_deformation_component,terrain.interface,report_concept_render,,,report PNG concept/rendered diagram,images/renders/terrain_scm_deformation_component.png,matplotlib Agg render,procedural report render,c13c19147264b7dc3c1cccfc4eec77e2cfbd675c535be92a060c2cf616358e5c,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
visual.asset_manifest.v1,component_catalog_fallback_bundle,tracked_vehicle_components,vehicle.track_assembly,report_concept_render,,,report PNG concept/rendered diagram,images/renders/tracked_vehicle_components.png,matplotlib Agg render,procedural report render,aa9135285baef2201a3ab12a9c8599af8bd52974f854daf3773bc1e05831f4c4,report image frame,report image frame,not applicable,matplotlib/report colors,,,,,false,unknown,false,unknown,not a Chrono sensor scene asset,concept_render_only,concept_render,concept_render
