schema_id,run_id,scenario_id,step_index,component_id,vehicle_model,terrain_component_id,time_s,body_name,body_role,chassis_x_m,chassis_y_m,chassis_z_m,vx_mps,vy_mps,vz_mps,drive_motor_speed_radps,chassis_contact_force_N,source
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,28,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.280,probe_chassis,logged_chassis,-2.09886,0.00000,0.48000,0.66455,0.00000,0.00000,8.00000,1517.66131,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,29,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.290,probe_chassis,logged_chassis,-2.09372,0.00000,0.48000,0.67851,0.00000,0.00000,8.00000,1519.15378,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,30,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.300,probe_chassis,logged_chassis,-2.08847,0.00000,0.48000,0.69249,0.00000,0.00000,8.00000,1520.55662,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,31,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.310,probe_chassis,logged_chassis,-2.08310,0.00000,0.48000,0.70650,0.00000,0.00000,8.00000,1521.86804,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,32,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.320,probe_chassis,logged_chassis,-2.07763,0.00000,0.48000,0.72053,0.00000,0.00000,8.00000,1523.08633,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,33,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.330,probe_chassis,logged_chassis,-2.07205,0.00000,0.48000,0.73458,0.00000,0.00000,8.00000,1524.20990,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,34,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.340,probe_chassis,logged_chassis,-2.06635,0.00000,0.48000,0.74866,0.00000,0.00000,8.00000,1525.23731,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,35,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.350,probe_chassis,logged_chassis,-2.06055,0.00000,0.48000,0.76277,0.00000,0.00000,8.00000,1526.16723,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,36,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.360,probe_chassis,logged_chassis,-2.05463,0.00000,0.48000,0.77691,0.00000,0.00000,8.00000,1526.99844,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,37,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.370,probe_chassis,logged_chassis,-2.04860,0.00000,0.48000,0.79107,0.00000,0.00000,8.00000,1527.72987,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,38,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.380,probe_chassis,logged_chassis,-2.04246,0.00000,0.48000,0.80526,0.00000,0.00000,8.00000,1528.36058,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,39,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.390,probe_chassis,logged_chassis,-2.03621,0.00000,0.48000,0.81948,0.00000,0.00000,8.00000,1528.88974,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,40,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.400,probe_chassis,logged_chassis,-2.02984,0.00000,0.48000,0.83373,0.00000,0.00000,8.00000,1529.31667,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,41,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.410,probe_chassis,logged_chassis,-2.02336,0.00000,0.48000,0.84800,0.00000,0.00000,8.00000,1529.64082,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,42,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.420,probe_chassis,logged_chassis,-2.01677,0.00000,0.48000,0.86231,0.00000,0.00000,8.00000,1529.86176,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,43,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.430,probe_chassis,logged_chassis,-2.01006,0.00000,0.48000,0.87665,0.00000,0.00000,8.00000,1529.97921,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,44,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.440,probe_chassis,logged_chassis,-2.00325,0.00000,0.48000,0.89102,0.00000,0.00000,8.00000,1529.99303,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,45,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.450,probe_chassis,logged_chassis,-1.99631,0.00000,0.48000,0.90543,0.00000,0.00000,8.00000,1529.90318,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,46,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.460,probe_chassis,logged_chassis,-1.98927,0.00000,0.48000,0.91986,0.00000,0.00000,8.00000,1529.70979,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,47,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.470,probe_chassis,logged_chassis,-1.98211,0.00000,0.48000,0.93433,0.00000,0.00000,8.00000,1529.41311,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,48,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.480,probe_chassis,logged_chassis,-1.97484,0.00000,0.48000,0.94883,0.00000,0.00000,8.00000,1529.01351,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,49,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.490,probe_chassis,logged_chassis,-1.96745,0.00000,0.48000,0.96337,0.00000,0.00000,8.00000,1528.51153,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,50,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.500,probe_chassis,logged_chassis,-1.95995,0.00000,0.48000,0.97793,0.00000,0.00000,8.00000,1527.90781,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,51,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.510,probe_chassis,logged_chassis,-1.95234,0.00000,0.48000,0.99254,0.00000,0.00000,8.00000,1527.20313,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,52,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.520,probe_chassis,logged_chassis,-1.94461,0.00000,0.48000,1.00718,0.00000,0.00000,8.00000,1526.39841,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,53,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.530,probe_chassis,logged_chassis,-1.93676,0.00000,0.48000,1.02185,0.00000,0.00000,8.00000,1525.49468,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,54,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.540,probe_chassis,logged_chassis,-1.92881,0.00000,0.48000,1.03656,0.00000,0.00000,8.00000,1524.49313,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,55,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.550,probe_chassis,logged_chassis,-1.92074,0.00000,0.48000,1.05130,0.00000,0.00000,8.00000,1523.39504,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,56,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.560,probe_chassis,logged_chassis,-1.91255,0.00000,0.48000,1.06609,0.00000,0.00000,8.00000,1522.20184,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,57,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.570,probe_chassis,logged_chassis,-1.90425,0.00000,0.48000,1.08090,0.00000,0.00000,8.00000,1520.91508,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,58,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.580,probe_chassis,logged_chassis,-1.89584,0.00000,0.48000,1.09576,0.00000,0.00000,8.00000,1519.53642,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,59,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.590,probe_chassis,logged_chassis,-1.88732,0.00000,0.48000,1.11065,0.00000,0.00000,8.00000,1518.06765,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,60,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.600,probe_chassis,logged_chassis,-1.87868,0.00000,0.48000,1.12558,0.00000,0.00000,8.00000,1516.51068,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,61,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.610,probe_chassis,logged_chassis,-1.86992,0.00000,0.48000,1.14055,0.00000,0.00000,8.00000,1514.86751,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,62,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.620,probe_chassis,logged_chassis,-1.86106,0.00000,0.48000,1.15555,0.00000,0.00000,8.00000,1513.14029,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,63,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.630,probe_chassis,logged_chassis,-1.85208,0.00000,0.48000,1.17059,0.00000,0.00000,8.00000,1511.33125,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,64,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.640,probe_chassis,logged_chassis,-1.84298,0.00000,0.48000,1.18567,0.00000,0.00000,8.00000,1509.44273,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,65,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.650,probe_chassis,logged_chassis,-1.83378,0.00000,0.48000,1.20079,0.00000,0.00000,8.00000,1507.47718,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,66,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.660,probe_chassis,logged_chassis,-1.82446,0.00000,0.48000,1.20056,0.00000,0.00000,8.00000,1505.43715,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,67,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.670,probe_chassis,logged_chassis,-1.81503,0.00000,0.48000,1.20037,0.00000,0.00000,8.00000,1503.32528,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,68,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.680,probe_chassis,logged_chassis,-1.80549,0.00000,0.48000,1.20022,0.00000,0.00000,8.00000,1501.14431,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,69,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.690,probe_chassis,logged_chassis,-1.79583,0.00000,0.48000,1.20011,0.00000,0.00000,8.00000,1498.89706,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,70,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.700,probe_chassis,logged_chassis,-1.78606,0.00000,0.48000,1.20004,0.00000,0.00000,8.00000,1496.58645,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,71,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.710,probe_chassis,logged_chassis,-1.77619,0.00000,0.48000,1.20000,0.00000,0.00000,8.00000,1494.21547,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,72,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.720,probe_chassis,logged_chassis,-1.76620,0.00000,0.48000,1.20001,0.00000,0.00000,8.00000,1491.78719,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,73,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.730,probe_chassis,logged_chassis,-1.75609,0.00000,0.48000,1.20005,0.00000,0.00000,8.00000,1489.30476,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,74,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.740,probe_chassis,logged_chassis,-1.74588,0.00000,0.48000,1.20013,0.00000,0.00000,8.00000,1486.77140,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,75,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.750,probe_chassis,logged_chassis,-1.73556,0.00000,0.48000,1.20025,0.00000,0.00000,8.00000,1484.19039,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,76,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.760,probe_chassis,logged_chassis,-1.72513,0.00000,0.48000,1.20041,0.00000,0.00000,8.00000,1481.56507,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,77,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.770,probe_chassis,logged_chassis,-1.71459,0.00000,0.48000,1.20061,0.00000,0.00000,8.00000,1478.89885,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,78,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.780,probe_chassis,logged_chassis,-1.70394,0.00000,0.48000,1.20084,0.00000,0.00000,8.00000,1476.19518,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,79,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.790,probe_chassis,logged_chassis,-1.69318,0.00000,0.48000,1.20112,0.00000,0.00000,8.00000,1473.45756,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,80,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.800,probe_chassis,logged_chassis,-1.68231,0.00000,0.48000,1.20143,0.00000,0.00000,8.00000,1470.68955,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,81,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.810,probe_chassis,logged_chassis,-1.67133,0.00000,0.48000,1.20178,0.00000,0.00000,8.00000,1467.89472,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,82,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.820,probe_chassis,logged_chassis,-1.66025,0.00000,0.48000,1.20217,0.00000,0.00000,8.00000,1465.07671,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,83,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.830,probe_chassis,logged_chassis,-1.64906,0.00000,0.48000,1.20259,0.00000,0.00000,8.00000,1462.23916,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,84,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.840,probe_chassis,logged_chassis,-1.63776,0.00000,0.48000,1.20305,0.00000,0.00000,8.00000,1459.38575,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,85,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.850,probe_chassis,logged_chassis,-1.62635,0.00000,0.48000,1.20355,0.00000,0.00000,8.00000,1456.52017,deterministic_chassis_probe_pychrono_unavailable
rover.chassis_smoke_probe.v0,rover_vehicle_component_demo,chassis_smoke_probe_v0,86,vehicle.chassis,core_rover_smoke_probe,terrain.core_ground,0.860,probe_chassis,logged_chassis,-1.61484,0.00000,0.48000,1.20409,0.00000,0.00000,8.00000,1453.64615,deterministic_chassis_probe_pychrono_unavailable
