run_id,schema_id,scenario_id,time_s,step_index,component_id,catalog_component_id,controller_id,target_component_id,actuator_instance_id,ownership_role,command_type,command_source,throttle,brake,steering,drive_torque_Nm,wheel_speed_radps,source
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.260,13,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.58533,0.00000,0.09968,70.23944,10.92664,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.280,14,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.59444,0.00000,0.10697,71.33325,10.97222,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.300,15,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.60328,0.00000,0.11417,72.39351,11.01640,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.320,16,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.61182,0.00000,0.12129,73.41816,11.05909,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.340,17,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.62004,0.00000,0.12830,74.40522,11.10022,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.360,18,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.62794,0.00000,0.13522,75.35279,11.13970,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.380,19,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.63549,0.00000,0.14203,76.25902,11.17746,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.400,20,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.64268,0.00000,0.14873,77.12217,11.21342,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.420,21,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.64950,0.00000,0.15532,77.94056,11.24752,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.440,22,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.65594,0.00000,0.16178,78.71260,11.27969,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.460,23,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.66197,0.00000,0.16811,79.43682,11.30987,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.480,24,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.66760,0.00000,0.17431,80.11179,11.33799,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.500,25,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.67280,0.00000,0.18038,80.73622,11.36401,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.520,26,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.67757,0.00000,0.18631,81.30890,11.38787,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.540,27,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.68191,0.00000,0.19208,81.82871,11.40953,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.560,28,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.68579,0.00000,0.19771,82.29466,11.42894,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.580,29,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.68922,0.00000,0.20319,82.70584,11.44608,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.600,30,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.69218,0.00000,0.20850,83.06145,11.46089,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.620,31,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.69467,0.00000,0.21365,83.36081,11.47337,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.640,32,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.69669,0.00000,0.21863,83.60334,11.48347,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.660,33,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.69824,0.00000,0.22345,83.78856,11.49119,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.680,34,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.69930,0.00000,0.22808,83.91612,11.49651,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.700,35,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.69988,0.00000,0.23254,83.98577,11.49941,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.720,36,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.69998,0.00000,0.23681,83.99738,11.49989,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.740,37,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.69959,0.00000,0.24090,83.95093,11.49796,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.760,38,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.69872,0.00000,0.24481,83.84650,11.49360,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.780,39,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.69737,0.00000,0.24851,83.68429,11.48685,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.800,40,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.69554,0.00000,0.25203,83.46463,11.47769,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.820,41,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.69323,0.00000,0.25534,83.18793,11.46616,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.840,42,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.69046,0.00000,0.25846,82.85473,11.45228,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.860,43,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.68721,0.00000,0.26137,82.46568,11.43607,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.880,44,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.68351,0.00000,0.26408,82.02153,11.41756,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.900,45,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.67936,0.00000,0.26659,81.52314,11.39680,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.920,46,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.67476,0.00000,0.26888,80.97147,11.37381,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.940,47,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.66973,0.00000,0.27096,80.36759,11.34865,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.960,48,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.66427,0.00000,0.27283,79.71268,11.32136,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,0.980,49,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.65840,0.00000,0.27449,79.00799,11.29200,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.000,50,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.65212,0.00000,0.27593,78.25489,11.26062,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.020,51,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.64546,0.00000,0.27715,77.45485,11.22729,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.040,52,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.63841,0.00000,0.27816,76.60940,11.19206,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.060,53,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.63100,0.00000,0.27895,75.72019,11.15501,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.080,54,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.62324,0.00000,0.27952,74.78893,11.11621,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.100,55,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.61515,0.00000,0.27987,73.81744,11.07573,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.120,56,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.60673,0.00000,0.28000,72.80758,11.03365,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.140,57,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.59801,0.00000,0.27991,71.76132,10.99005,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.160,58,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.58901,0.00000,0.27960,70.68067,10.94503,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.180,59,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.57973,0.00000,0.27908,69.56774,10.89866,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.200,60,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.57021,0.00000,0.27833,68.42468,10.85103,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.220,61,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.56045,0.00000,0.27737,67.25369,10.80224,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.240,62,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.55048,0.00000,0.27619,66.05705,10.75238,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.260,63,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.54031,0.00000,0.27479,64.83707,10.70154,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.280,64,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.52997,0.00000,0.27318,63.59611,10.64984,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.300,65,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.51947,0.00000,0.27135,62.33658,10.59736,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.320,66,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.50884,0.00000,0.26931,61.06091,10.54420,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.340,67,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.49810,0.00000,0.26706,59.77157,10.49048,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.360,68,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.48726,0.00000,0.26460,58.47106,10.43629,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.380,69,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.47635,0.00000,0.26193,57.16190,10.38175,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.400,70,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.46539,0.00000,0.25906,55.84661,10.32694,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.420,71,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.45440,0.00000,0.25598,54.52775,10.27199,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.440,72,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.44340,0.00000,0.25271,53.20787,10.21699,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.460,73,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.43241,0.00000,0.24923,51.88952,10.16206,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.480,74,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.42146,0.00000,0.24556,50.57526,10.10730,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.500,75,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.41056,0.00000,0.24170,49.26763,10.05282,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.520,76,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.39974,0.00000,0.23765,47.96916,9.99871,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.540,77,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.38902,0.00000,0.23341,46.68236,9.94510,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.560,78,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.37841,0.00000,0.22899,45.40972,9.89207,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.580,79,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.36795,0.00000,0.22439,44.15372,9.83974,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.600,80,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.35764,0.00000,0.21961,42.91677,9.78820,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.620,81,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.34751,0.00000,0.21466,41.70128,9.73755,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.640,82,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.33758,0.00000,0.20954,40.50959,9.68790,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.660,83,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.32787,0.00000,0.20426,39.34402,9.63933,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.680,84,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.31839,0.00000,0.19882,38.20681,9.59195,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.700,85,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.30917,0.00000,0.19322,37.10018,9.54584,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.720,86,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.30022,0.00000,0.18747,36.02626,9.50109,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.740,87,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.29156,0.00000,0.18158,34.98713,9.45780,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.760,88,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.28321,0.00000,0.17554,33.98481,9.41603,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.780,89,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.27518,0.00000,0.16936,33.02122,9.37588,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.800,90,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.26749,0.00000,0.16305,32.09825,9.33743,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.820,91,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.26015,0.00000,0.15662,31.21767,9.30074,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.840,92,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.25318,0.00000,0.15006,30.38119,9.26588,fallback_pychrono_unavailable
data_visualization_component_demo,data.control_log.v1,logger_schema_v1,1.860,93,core.function_input,core.function_input,driver.controller,vehicle.drive,actuator.drive_motor.demo,command_owner_with_physical_target,normalized_driver_inputs,analytic_driver_profile,0.24659,0.00000,0.14338,29.59043,9.23293,fallback_pychrono_unavailable
